mpn;gender;contact_material;contact_plating;color;housing_color;housing_material;mounting_style;number_of_contacts;number_of_positions;number_of_rows;orientation;pin_pitch;material;size_diameter;size_length;size_height;size_width
SFW16S-2STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;16;16;;;0.001;;;0.0224;0.0053;0.0036
2-5178238-1;Female;Copper Alloy;Tin;Black;Black;Nylon;Through Hole;14;14;;Vertical;;;;0.02954;0.0094;0.011645
106773-1;Female;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;110;110;5;Vertical;0.002;;;0.0499;0.012;0.01225
5788792-1;Male;Copper Alloy;Tin;Black;Black;Nylon;Through Hole;9;9;2;Right Angle;0.00274;;;0.03081;0.01255;0.01862
1658622-7;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;30;30;2;Vertical;0.00254;;;0.042672;0.011786;0.006096
1-640511-0;Male;;;Red;Red;Nylon;Panel;9;9;;;0.004191;Nylon;;0.015748;;0.026924
3-643821-2;Female;Copper Alloy;Tin;Blue;Blue;Nylon;;2;2;1;;0.00396;;;0.007925;0.018415;0.009017
7810-0000PR;Male;Beryllium Copper;Gold;Gray;Gray;Plastic;Solder;10;10;2;;0.00254;Polyester;;0.0178;0.0073;0.007
D25P33E4GV00LF;Male;Copper Alloy;Gold;Black;Black;Plastic;Solder;25;25;2;;0.00276;;;0.05303;0.01258;0.0183
1-5745968-3;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;25;25;2;Vertical;0.00277;;;0.05304;0.00802;0.01255
1-1734099-0;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;100;100;;Right Angle;0.00127;;;0.07343;0.0075;0.01746
643819-5;;Copper Alloy;Tin Lead;Red;Red;Nylon;Through Hole;5;5;1;;0.0039624;;;0.019812;0.018415;0.009017
640250-9;Female;;;Natural;White;Nylon;;9;9;1;;0.00396;;;0.035611;0.00635;0.016764
487378-3;Male;;;Black;Black;Thermoplastic;;4;4;;;0.00254;;;0.01;0.01371;0.00248
2-111196-8;Female;Copper Alloy;Tin;Black;Black;Thermoplastic;;24;24;2;;0.00127;;;0.021844;0.01473;0.00645
5745783-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.002769;;;0.053035;0.012548;0.018796
1658621-8;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;;34;34;2;Vertical;0.00254;;;0.047752;0.011786;0.006096
5749070-9;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;100;100;4;Vertical;0.00127;;;0.0642;0.00871;0.01031
1658610-3;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;;15;15;2;;0.002769;;;0.039141;0.018618;0.012598
4-640428-3;Female;Copper Alloy;Tin;Red;Red;Nylon;;13;13;1;;0.00396;;;0.051511;0.009017;0.018415
DE09P064TXLF;Male;Copper Alloy;Gold;Natural;;Plastic;Solder;9;9;2;;0.00274;;;0.03043;0.01099;0.01217
1-5745968-4;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;25;25;2;Vertical;0.00277;;;0.05304;0.00802;0.01255
1-745493-5;Female;Phosphor Bronze;Gold Flash;Black;Black;Plastic;;15;15;2;;0.002743;;;0.039522;0.021717;0.012929
1-5747872-6;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;15;15;2;Vertical;0.002743;;;0.039141;0.008128;0.012548
188835-1;Male;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;154;154;7;Vertical;0.002;;;0.0439;0.01345;0.0154
644752-2;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;2;2;1;Vertical;0.0039624;;;0.007925;0.010795;0.007747
5788796-3;Female;Copper Alloy;Tin;;Black;Thermoplastic;Through Hole;9;9;2;Right Angle;0.00274;;;0.03081;0.01255;0.0188
62684-401100ALF;Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;40;40;;Horizontal;0.0005;;;0.0255;0.002;0.005
XF2J-1624-11A;Female;;Gold;;;;Surface Mount;16;16;;;0.0005;;;0.0125;0.00415;0.0034
204504-1;Female;;;;;;;44;44;;;;;;0.053035;;0.012548
2-5767004-4;Female;Copper Alloy;Tin;Black;Black;Plastic;Surface Mount;114;114;2;Vertical;0.000635;;;0.0508;0.00599;0.00691
5177983-1;Female;Beryllium Copper;Tin;;Natural;Plastic;Surface Mount;40;40;2;Vertical;0.0008;;;0.0218;0.005;0.0038
1658610-1;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;;37;37;2;;0.002769;;;0.069393;0.018618;0.012598
5787685-1;Female;Phosphor Bronze;Tin;;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06932;0.01242;0.01255
770274-1;Female;Phosphor Bronze;Tin;Natural;Natural;Nylon;;4;4;1;;0.00368;;;0.016129;0.005055;0.019939
8-487937-0;;;;Black;Black;Thermoplastic;;80;80;;;0.00127;;;0.051994;0.014859;0.009525
1-640440-5;;Copper Alloy;Tin Lead;Red;Red;Nylon;;15;15;1;;0.00254;;;0.0381;0.013208;0.006985
3-640443-3;Female;Copper Alloy;Tin;Green;Green;Nylon;;3;3;1;;0.00254;Nylon;;0.00762;0.013208;0.006985
5650861-5;Female;Copper Alloy;Tin;Gray;Gray;Plastic;Solder;64;64;2;Vertical;0.00254;;;0.09398;0.01151;0.00795
207017-1;Male;Copper;;Red;Red;Nylon;Panel;12;12;3;;0.005;;;0.0238;0.02979;0.02715
929504-4;Female;;;Black;Black;;;10;10;;;;;;0.02;0.004;0.026
5207841-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.00274;;;0.03089;0.01217;0.01041
1658623-5;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;24;24;2;Vertical;0.00254;;;0.035052;0.011786;0.006096
5787082-7;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Solder;68;68;2;Right Angle;0.00254;;;0.06388;0.01031;0.01687
2-644861-4;Male;Copper Alloy;Tin;Black;White;Polyester;Through Hole;4;4;1;Vertical;0.00254;;;0.012294;0.010414;0.000484
SLW4S-1C7LF;Female;Phosphor Bronze;Tin;;Black;Nylon;Through Hole;4;4;;;0.001;;;0.0102;0.0055;0.004
FH28-60S-0.5SH(05);Female;Phosphor Bronze;Gold;;;;Surface Mount;60;60;;;0.0005;;;0.0349;0.00255;0.0065
106774-1;Female;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;125;125;5;Vertical;0.002;;;0.0499;0.012;0.013
535032-4;Female;Phosphor Bronze;Gold Flash;Gray;Gray;Polyester;PC Board;96;96;3;Vertical;0.00254;;;0.09398;0.01151;0.010592
5747462-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.002743;;;0.069317;0.011481;0.024689
556879-3;Male;Copper;Tin;Black;Black;Polycarbonate;;3;3;1;;;;;0.032588;0.036652;0.009423
205733-1;Male;Brass;Tin over Nickel;Black;Black;Nylon;Through Hole;9;9;2;Vertical;0.002743;;;0.031191;;0.012929
3-644465-6;Female;Copper Alloy;Tin;Orange;Orange;Nylon;;6;6;1;;0.00396;;;0.023774;0.01842;0.00902
5747842-6;Male;Brass;Tin over Nickel;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.00277;;;0.05304;0.01255;0.01875
5745071-2;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.00274;;;0.03089;0.01209;0.01041
5786555-7;Female;Phosphor Bronze;Gold;Black;Black;Thermoplastic;Solder;68;68;4;Vertical;0.00127;;;0.06388;0.00871;0.01031
1-1658622-3;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;44;44;2;Vertical;0.00254;;;0.060452;0.01178;0.006096
MUSBA31130;Female;Phosphor Bronze;Gold;Black;Black;;Screw;4;4;;Right Angle;;;;0.04721;0.018;0.03
5-5530843-4;Female;Phosphor Bronze;Tin;Black;Black;Polyester;Through Hole;40;20;2;Vertical;0.00254;;;0.0574;0.01549;0.009347
204509-1;Male;;;;;;Panel;78;78;;;;;;0.066929;;0.015367
172169-1;Male;;;Natural;Natural;Nylon;;9;9;;;0.0041402;Nylon;;0.013995;0.013995;0.023698
5745396-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;15;15;2;Right Angle;0.002743;;;0.039141;0.011481;0.018796
1-745497-5;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;37;37;2;;0.002769;;;0.069698;0.021717;0.012929
5747834-4;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.00277;;;0.05304;0.01255;0.02464
5745414-1;Male;Brass;Tin;Black;Black;Plastic;Through Hole;50;50;3;Vertical;0.002769;;;0.066929;0.01082;0.015367
5535043-5;Female;Phosphor Bronze;Gold;;Gray;Plastic;PC Board;96;96;3;Vertical;0.00254;;;0.09398;0.01151;0.01049
3-643820-7;Female;Copper Alloy;Tin;White;White;Nylon;Through Hole;7;7;1;;0.00396;;;0.027737;0.018415;0.009017
1734100-7;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;68;68;;Vertical;;;;0.007112;0.010008;0.054534
5749721-7;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Solder;68;68;2;Vertical;0.00254;;;0.06388;0.00892;0.01031
5745079-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01217;0.01041
5-747913-2;Female;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Solder;25;25;2;;0.00277;Steel;;0.0531;0.0119;0.0125
211150-1;Male;;;Black;Black;Polyester;Panel;25;25;5;;0.00508;Polyester;;0.06253;0.0381;0.03078
1-1658621-1;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;60;60;2;Vertical;0.00254;;;0.080772;0.01178;0.006096
102387-4;Female;Beryllium Copper;;Black;Black;Thermoplastic;Through Hole;20;20;2;;0.00254;;;0.029972;0.01524;0.005766
1658615-4;Male;Phosphor Bronze;Tin over Nickel;Black;Black;Thermoplastic;;9;9;2;;0.00276;Thermoplastic;;0.030886;0.018567;0.012598
5536603-1;Male;Phosphor Bronze;Tin;;Natural;;Through Hole;8;8;4;Vertical;0.002;;;0.011836;0.017;0.015799
71600-610LF;Female;Phosphor Bronze;Gold;Gray;Gray;Plastic;;10;10;2;;0.00254;;;0.01717;0.013;0.0061
5530843-7;Female;Phosphor Bronze;Tin;Black;Black;Polyester;Through Hole;60;30;2;Vertical;0.00254;;;0.082804;0.01549;0.009347
L717DA15PU;Male;Brass;Gold;Black;Black;Plastic;Solder;15;15;2;;;;;0.03952;;0.01293
640443-8;Female;Copper Alloy;Tin Lead;Green;Green;Nylon;PCB;8;8;1;;0.00254;;;0.02032;0.013208;0.006985
5747301-7;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01216;0.01255
1527510000;;Copper Alloy;Tin;Black;Black;Plastic;Screw;13;13;1;;0.00508;;;0.06604;0.0152;0.02
3-643814-9;;Copper Alloy;Tin;White;White;Nylon;;9;9;1;;0.00254;;;0.02286;0.013208;0.006985
5207841-3;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.00274;;;0.03089;0.01217;0.01041
3-643818-8;Female;Copper Alloy;Tin;Yellow;Yellow;Nylon;;8;8;1;;0.00396;;;0.031699;0.018415;0.009017
172170-1;Male;;;Natural;Natural;Nylon;;12;12;;;0.0042;Nylon;;0.018186;0.013995;0.023698
XF2J-1824-11A;Female;;Gold;;;;Surface Mount;18;18;;;0.0005;;;0.0135;0.00415;0.0034
5207829-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01217;0.01041
5747842-5;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.00277;;;0.05304;0.01255;0.01875
100161-1;Female;Phosphor Bronze;Gold;;Gray;Plastic;Through Hole;55;55;5;Right Angle;0.002;;;0.02495;0.0114;0.0202
5749111-4;Male;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;;50;50;2;Straight;0.00127;;;0.04011;0.01494;0.00744
SFW10R-1STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;10;10;;;0.001;;;0.0158;0.0027;0.0055
1-640526-0;Male;;;Red;Red;Nylon;Panel;36;36;;;0.004191;Nylon;;0.040894;0.019939;0.021336
745207-7;Male;Phosphor Bronze;Tin over Nickel;Black;Black;Thermoplastic;;15;15;2;;0.002769;;;0.039141;0.021844;0.012929
5747842-3;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.00277;;;0.05304;0.01255;0.01875
89947-714LF;Female;Phosphor Bronze;Gold;Black;Black;Plastic;;14;14;2;;0.002;;;0.0186;0.0075;0.0041
104503-2;Male;Phosphor Bronze;;Black;Black;Thermoplastic;;3;3;1;;0.00254;;;0.007569;0.00248;0.01524
5747250-4;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;9;9;2;Right Angle;0.00274;Metal;;0.03081;0.01255;0.01862
5745080-6;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;50;50;3;Vertical;0.00277;;;0.06701;0.01217;0.01313
5747299-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;15;15;2;Vertical;0.00274;;;0.03912;0.01216;0.01255
1-1658623-0;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;50;50;2;Vertical;0.00254;;;0.068072;0.011786;0.006096
552284-1;Male;Copper Alloy;Gold Flash;;Black;Thermoplastic;;36;36;;;0.00216;;;0.068199;0.017526;0.015367
5536416-5;Male;Copper Alloy;Gold;;Gray;Plastic;Through Hole;96;96;3;;0.00254;;;0.09398;0.0111;0.01262
4-644563-0;Female;Copper Alloy;Tin;White;White;Nylon;;10;10;1;;0.00254;;;0.0254;0.007747;0.013208
282189-1;Male;;;Black;Black;Nylon 6/6;;2;2;1;;;;;0.0235;0.0375;0.022
SFW6R-4STE1LF;Female;Phosphor Bronze;Tin;;Black;;Surface Mount;6;6;;;0.001;;;0.0118;0.0027;0.0055
640383-3;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;3;3;1;Vertical;0.00396;;;0.011887;0.003175;0.00635
1-487378-9;Male;;;;Black;Thermoplastic;;20;20;;;0.00254;;;0.04556;0.01371;0.00248
3-640440-2;Female;Copper Alloy;Tin;Red;Red;Nylon;PC Board;2;2;1;;0.00254;;;0.00508;0.013208;0.006985
770602-4;Female;;;Natural;White;Nylon;PCB;4;4;1;;0.00254;;;0.010668;0.006604;0.012954
3-641216-4;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;4;4;1;Right Angle;0.00254;;;0.01016;0.007493;0.005715
3-640595-4;Female;Copper Alloy;Tin;Blue;Blue;Nylon;;4;4;1;;0.00396;;;0.01585;0.018415;0.009779
5746861-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;;9;9;2;;0.002769;;;0.030886;;0.012598
5747461-3;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.002743;;;0.053035;0.011481;0.024689
10029449-001RLF;Female;Copper Alloy;Gold;;Black;Plastic;Surface Mount;19;19;;;;;;0.00985;0.0061;0.015
100145-1;Female;Phosphor Bronze;Gold;;Gray;Plastic;Through Hole;125;125;5;Right Angle;0.002;;;0.0499;0.0114;0.0202
10051922-2410ELF;Female;Phosphor Bronze;Gold;;;;Surface Mount;24;24;;;0.0005;;;0.0145;0.0012;0.0034
RJ45-8N3-B;Male;Phosphor Bronze;Gold;Black;Black;Polyester;Through Hole;8;;;;;;;0.016;0.01308;0.0188
3-641210-5;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;5;5;1;Right Angle;0.00396;;;0.019812;0.007747;0.010795
5554381-2;Female;Copper Alloy;Gold Flash;Black;Black;Plastic;;64;64;;;;;;0.098425;0.017526;0.015367
1707780000;;Copper Alloy;Tin;Black;Black;Plastic;;11;11;1;;0.00508;;;0.05588;0.0153;0.0251
1707800000;;Copper Alloy;Tin;Black;Black;Plastic;;13;13;1;;0.00508;;;0.06604;0.0153;0.0251
5747843-4;Male;Brass;Tin over Nickel;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00277;;;0.06932;0.01255;0.0188
1-487526-0;;;;Black;Black;Thermoplastic;;11;11;;;0.00254;;;0.02778;0.01371;0.00248
5650859-5;Female;Copper Alloy;Tin;Gray;Gray;Plastic;Through Hole;64;64;2;Vertical;0.00254;;;0.09398;0.0115;0.00795
644563-6;Female;Copper Alloy;Tin Lead;White;White;Nylon;Through Hole;6;6;1;;0.00254;;;0.01524;0.013208;0.007747
10051922-1010ELF;Female;Copper Alloy;Gold;;;;Surface Mount;10;10;;;0.0005;;;0.0075;0.0012;0.0034
5747315-1;Female;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06932;0.0179;0.01255
4-640431-2;Female;Copper Alloy;Tin;Orange;Orange;Nylon;;12;12;1;;0.00396;;;0.047549;0.009017;0.018415
52057-302LF;Female;Copper Alloy;Gold;;;;Through Hole;36;30;6;;0.002;;;0.01198;0.0108;0.02385
103956-3;Female;Phosphor Bronze;Tin Lead;Black;Black;Thermoplastic;;4;4;1;;0.00254;;;0.010109;0.01524;0.00249
1716560000;;Copper Alloy;Tin;Black;Black;Nylon;Screw;11;11;1;;0.00508;;;0.05588;0.0125;0.0174
770156-5;Male;Phosphor Bronze;Tin;Blue;Blue;Nylon;;4;4;1;;0.00508;;;0.021082;0.009906;0.016332
HLW16S-2C7LF;Female;Phosphor Bronze;Tin;;Black;Plastic;Through Hole;16;16;;;0.001;;;0.0186;0.0059;0.0039
640440-4;Female;Copper Alloy;Tin Lead;Red;Red;Nylon;PCB;4;4;1;;0.00254;;;0.01016;0.013208;0.006985
SFW18R-2STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;18;18;;;0.001;;;0.0238;0.0027;0.0055
5352152-1;Female;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;110;110;5;Right Angle;0.002;Polyester;;0.0439;0.0114;0.021
3-640429-5;Female;Copper Alloy;Tin;Natural;White;Nylon;PC Board;5;5;1;;0.00396;;;0.019812;0.018415;0.009017
1-745496-7;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Plastic;;25;25;2;;0.00276;Thermoplastic;;0.053416;0.022631;0.012929
5553921-1;Female;Phosphor Bronze;Gold Flash;Black;Black;Plastic;;50;50;;;;;;0.083312;0.017526;0.015367
770030-1;Female;;;White;White;Nylon;Panel;15;15;;;0.00635;;;0.03302;0.027432;0.021463
HFW6S-2STE1LF;Female;Phosphor Bronze;Tin;;Black;Plastic;Surface Mount;6;6;;Vertical;0.001;;;0.009;0.0053;0.0036
205720-1;Female;Brass;Gold;Black;Black;;Panel;104;104;8;;0.00381;;;0.07493;0.02324;0.03175
PX0745/P;Male;Brass;Nickel;Black;;Nylon;Screw;7;7;;;;;;0.069;;0.0381
SFW20R-2STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;20;20;;;0.001;;;0.0258;0.0027;0.0055
1-1658621-2;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;64;64;2;Vertical;0.00254;;;0.085852;0.01178;0.006096
443976-4;Female;Brass;Gold;;Black;Plastic;Solder;37;37;2;Vertical;;;;0.06894;0.01225;0.01217
1-745491-7;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;9;9;2;;0.00254;Thermoplastic;;0.031191;0.021717;0.012929
66226-002LF;Male;Copper Alloy;Tin;;;;;2;2;1;;0.00254;;;0.00991;0.01549;0.00254
SFW4R-2STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;4;4;;;0.001;;;0.0098;0.0027;0.0055
5177983-5;Female;Beryllium Copper;Tin;;Natural;Plastic;Surface Mount;120;120;2;Vertical;0.0008;;;0.0538;0.00375;0.0038
5535090-5;Female;Phosphor Bronze;Tin;;Gray;Polyester;PC Board;96;96;3;Vertical;0.00254;;;0.09398;0.01151;0.01049
5747089-2;Female;Copper Alloy;Gold over Nickel;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.00274;;;0.03081;0.01216;0.01255
1746679-1;Female;Copper Alloy;Gold;;Black;Plastic;Through Hole;19;19;;;;;;0.0129;;0.015
3-640600-4;Female;Copper Alloy;Tin;Yellow;Yellow;Nylon;;4;4;1;;0.00396;;;0.01585;0.018415;0.009779
1-640519-0;Male;;;Red;Red;Nylon;Panel;4;4;;;0.004191;Nylon;;0.011557;0.011557;0.021336
53748-0408;Male;Brass;Gold;White;White;Plastic;Surface Mount;40;40;2;Vertical;0.0005;Brass;;0.0138;0.0024;0.0043
5-5179009-1;Female;Beryllium Copper;Tin;;Natural;;Surface Mount;40;40;2;Vertical;0.0008;;;0.0218;0.00775;0.0068
1-640441-0;Female;Copper Alloy;Tin Lead;White;White;Nylon;;10;10;1;;0.00254;;;0.0254;0.013208;0.006985
172168-1;Male;;;Natural;Natural;Nylon;Panel;6;6;2;;0.0042;Nylon;;0.013995;0.009804;0.023698
5745783-6;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.002769;Metal;;0.053035;0.012548;0.018796
3-640427-7;Female;Copper Alloy;Tin;Yellow;Yellow;Nylon;;7;7;1;;0.00396;;;0.027737;0.018415;0.009017
DEP09S365TLF;Female;Copper Alloy;Gold;;;Plastic;Through Hole;9;9;2;;;;;0.03043;0.01121;0.01217
3-640441-8;Female;Copper Alloy;Tin;Natural;White;Nylon;PC Board;8;8;1;;0.00254;;;0.02032;0.013208;0.006985
2-5747706-0;Female;Phosphor Bronze;Tin over Copper;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.002769;;;0.03081;0.008077;0.012548
1-480284-0;Male;;;Natural;Natural;Nylon;Panel;8;8;2;;0.00508;;;0.02286;0.023622;0.023622
211149-1;Female;;;Black;Black;Polyester;Panel;25;25;5;;0.00508;Thermoplastic;;0.06253;0.04077;0.03078
4630-6001;Male;Copper;Gold;;Gray;Plastic;;30;30;2;;0.00254;;;0.0483;0.01334;0.0084
D09P13A4GV00LF;Male;Copper Alloy;Gold;Black;Black;Plastic;Solder;9;9;2;;0.00274;;;0.03081;0.01348;0.02055
3-640426-5;Female;Copper Alloy;Tin;Orange;Orange;Nylon;Through Hole;5;5;1;;0.00396;;;0.019812;0.018415;0.009017
3-643815-2;Female;Copper Alloy;Tin;Blue;Blue;Nylon;Through Hole;2;2;1;;0.00254;;;0.00508;0.013208;0.006985
52207-0485;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;4;4;1;Horizontal;0.001;;;0.01028;0.0027;0.0069
5747841-6;Male;Brass;Tin over Nickel;Black;Black;Thermoplastic;Through Hole;15;15;2;Right Angle;0.00274;;;0.03914;0.01255;0.01862
L77DE09SU;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Solder;9;9;2;;;;;0.03119;;0.01293
UE75-A20-3000T;Female;Phosphor Bronze;Gold;Black;;;Surface Mount;20;20;;Horizontal;0.0008;;;0.011;0.00525;0.00894
770027-1;Female;Copper;;White;White;Nylon;Panel;6;6;;;0.00635;;;0.027432;0.01397;0.021463
207020-1;Female;Copper;;Red;Red;Thermoplastic;Panel;36;36;4;;0.005;;;0.02784;0.05545;0.03302
640250-8;Female;Phosphor Bronze;Tin;Natural;White;Nylon;PCB;8;8;1;;0.0039624;;;0.031648;0.00635;0.016764
3-640441-5;Female;Copper Alloy;Tin;Natural;White;Nylon;PC Board;5;5;1;;0.00254;;;0.0127;0.013208;0.006985
5747461-6;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.002743;;;0.053035;0.011481;0.024689
1-640456-7;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;17;17;1;Vertical;0.00254;;;0.04318;0.007874;0.005715
5747461-5;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.002743;;;0.053035;0.011481;0.024689
500998-0900;Female;Copper;Gold;Black;Black;Thermoplastic;Surface Mount;9;9;1;;0.0025;;;0.0298;0.0031;0.0279
5747193-2;Female;Phosphor Bronze;Gold Flash;;Black;Nylon;Through Hole;50;50;3;Right Angle;0.002769;;;0.066929;0.015367;0.029286
552307-1;Female;Copper Alloy;Gold Flash;Green;Black;Thermoplastic;;64;64;;;;;;0.098425;0.017526;0.015367
2-746610-6;Male;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;44;44;2;Vertical;0.00254;;;0.060452;0.010058;0.007061
5747844-5;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;9;9;2;Right Angle;0.002743;Metal;;0.03081;0.012548;0.018796
5747847-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.002769;Steel;;0.069317;0.012548;0.018796
100147-1;Female;Phosphor Bronze;Gold;;Gray;Plastic;Board;110;110;5;Right Angle;0.002;;;0.0499;0.0114;0.0202
71226-0625;Female;Phosphor Bronze;Tin;;Natural;Nylon;Through Hole;6;6;1;Vertical;0.001;;;0.0113;0.0076;0.0036
HLW6S-2C7LF;Female;Phosphor Bronze;Tin;;Black;Plastic;Through Hole;6;6;;;0.001;;;0.0086;0.0059;0.0039
DA3W3PA00LF;Male;Copper Alloy;;;;;Solder;3;3;;;;Steel;;0.03876;0.0113;0.01255
5173280-3;Male;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Solder;50;50;4;Vertical;0.00127;Phosphor Bronze;;0.04445;0.0093;0.0073
106775-1;Female;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;55;55;5;Vertical;0.002;;;0.0219;0.012;0.013
2-5178238-4;Female;Phosphor Bronze;Tin;Black;Black;Nylon;Panel;26;26;1;Vertical;0.00127;;;0.03716;0.0094;0.011645
68685-320LF;Female;Phosphor Bronze;Gold;;Black;Plastic;Through Hole;20;20;1;;0.00254;;;0.05123;0.007;0.00254
SLW4R-1C7LF;Female;Phosphor Bronze;Tin;;Black;Nylon;Through Hole;4;4;;;0.001;;;0.0102;0.004;0.0055
100141-1;Male;Phosphor Bronze;Gold;;Gray;Plastic;Through Hole;125;125;5;Vertical;0.002;;;0.0499;0.01345;0.0154
1-1123722-9;Male;;;Natural;Natural;Nylon;PCB;9;9;1;;0.00396;Nylon;;0.03558;0.0133;0.0057
2-5767004-2;Female;Copper Alloy;Tin;Black;Black;Plastic;Surface Mount;38;38;2;Vertical;0.000635;;;0.0254;0.00599;0.00691
62684-402100ALF;Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;40;40;;Horizontal;0.0005;;;0.0255;0.002;0.005
1658688-1;Female;;;Black;Black;;;15;15;;;;;;0.041656;0.016002;0.034417
5748873-1;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;25;25;2;Right Angle;0.002761;;;0.05309;0.01148;0.02491
10005639-12207LF;;Copper Alloy;Gold;;Black;;Through Hole;240;240;;;0.001;;;0.1475;0.0256;0.0076
1658608-3;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Thermoplastic;;15;15;2;;0.002769;Steel;;0.039141;0.018567;0.012598
770156-3;Male;Phosphor Bronze;Tin;Orange;Orange;Nylon;;4;4;1;;0.00508;;;0.021082;0.009906;0.016332
