mpn;gender;contact_material;contact_plating;color;housing_color;housing_material;mounting_style;number_of_contacts;number_of_positions;number_of_rows;orientation;pin_pitch;material;size_diameter;size_length;size_height;size_width
3-644465-7;Female;Copper Alloy;Tin;Orange;Orange;Nylon;;7;7;1;;0.00396;;;0.027737;0.01842;0.00902
767044-1;Female;Copper Alloy;Tin Lead;Black;Black;Plastic;Surface Mount;38;38;2;;0.000635;;;0.0254;0.00691;0.00599
5352171-1;Female;Phosphor Bronze;Gold;Gray;Gray;Polyester;Through Hole;95;95;5;Right Angle;0.002;Polyester;;0.0379;0.0114;0.021
3-640429-4;Female;Copper Alloy;Tin;Natural;White;Nylon;PC Board;4;4;1;;0.00396;;;0.01585;0.018415;0.009017
HLW12S-2C7LF;;Phosphor Bronze;Tin Alloy;;Black;Plastic;Through Hole;12;12;;Straight;0.001;;;0.0146;0.0059;0.0039
770025-1;Female;;;White;White;Nylon;Panel;3;3;;;0.00635;;;0.02032;0.014732;0.021463
640428-6;Female;Copper Alloy;Tin Lead;Red;Red;Nylon;PCB;6;6;1;;0.0039624;;;0.023774;0.009017;0.018415
1658612-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;;25;25;2;;0.00276;Thermoplastic;;0.053086;0.018618;0.012598
202758-1;Male;;;Black;Black;Plastic;Panel;6;6;2;;0.00381;;;0.0254;0.00965;0.02324
D09S33E4GX00LF;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Solder;9;9;2;;0.00274;;;0.03081;0.01258;0.01877
SFW4S-2STME1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;4;4;;;0.001;;;0.0104;0.0053;0.0036
3-640621-6;Female;Copper Alloy;Tin;White;White;Nylon;;6;6;1;;0.00254;;;0.01524;0.013208;0.007747
XF2J-2824-11A;Female;;Gold;;;;Surface Mount;28;28;;;0.0005;;;0.0185;0.00415;0.0034
5747301-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01216;0.01255
L717DB25PU;Male;Brass;Gold;Black;Black;Plastic;Solder;25;25;2;;;;;0.05342;;0.01293
640442-6;Female;Copper Alloy;Tin Lead;Blue;Blue;Nylon;;6;6;1;;0.00254;;;0.01524;0.013208;0.006985
5188834-1;Male;Phosphor Bronze;Gold;Gray;Gray;Polyester;Through Hole;154;154;5;Vertical;0.002;Polyester;;0.0499;0.01345;0.0154
3-643818-3;Female;Copper Alloy;Tin;Yellow;Yellow;Nylon;;3;3;1;;0.00396;;;0.011887;0.018415;0.009017
09-48-3104;Female;Brass;Gold;;White;Plastic;Through Hole;10;10;1;Vertical;0.00396;;;0.03952;0.0114;0.00635
3-640600-2;Female;Copper Alloy;Tin;Yellow;Yellow;Nylon;;2;2;1;;0.00396;;;0.007925;0.018415;0.009779
1-207119-0;Male;Copper;Tin;Red;Red;Nylon;Through Hole;4;4;2;Vertical;0.005;;;0.0127;0.01179;0.0127
PX0736/P;Male;Brass;Nickel;Black;;Nylon;Screw;2;2;;;;Nylon;;0.069;;0.0381
5745990-4;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;9;9;2;Right Angle;0.00274;;;0.03081;0.01255;0.02451
5745077-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;15;15;2;Vertical;0.00274;;;0.03914;0.01217;0.01041
3-640440-5;Female;Copper Alloy;Tin;Red;Red;Nylon;PC Board;5;5;1;;0.00254;;;0.0127;0.013208;0.006985
1-745492-8;Male;Phosphor Bronze;Tin over Nickel;Black;Black;Plastic;;9;9;2;;0.00274;Thermoplastic;;0.031191;0.022581;0.012929
1445957-2;;;;Black;Black;Polycarbonate;;8;1;;;;;;0.007899;0.024587;0.007899
5188835-1;Male;Phosphor Bronze;Nickel;Gray;Gray;Polyester;Through Hole;154;154;5;Vertical;0.002;;;0.0439;0.01345;0.0154
1-1123722-5;Male;;;Natural;Natural;Nylon;PCB;5;5;1;;0.0039624;Nylon;;0.01974;0.0133;0.0057
71600-006LF;Female;Phosphor Bronze;Gold over Nickel;Gray;Gray;Plastic;;6;6;2;;0.00254;;;0.01341;0.013;0.0061
1658608-4;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Thermoplastic;Board;9;9;2;;0.002769;;;0.030886;0.018567;0.012598
1-1658526-6;Female;Beryllium Copper;Gold;;Blue;Plastic;PC Board;26;26;2;;0.00254;Thermoplastic;;0.03048;0.01054;0.00605
1-84952-4;Female;Phosphor Bronze;Tin;Natural;White;Plastic;Surface Mount;14;14;;Right Angle;0.001;Thermoplastic;;0.02192;0.00256;0.0054
204510-1;Female;;;;;;Panel;104;104;;;;;;0.069317;;0.016967
3-641213-8;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;8;8;1;Vertical;0.00254;;;0.02032;0.007493;0.005715
3-640427-9;Female;Copper Alloy;Tin;Yellow;Yellow;Nylon;Through Hole;9;9;1;;0.00396;;;0.035662;0.018415;0.009017
5745968-8;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;25;25;2;Vertical;0.00277;;;0.05304;0.01183;0.01255
DC8W8PA00LF;Male;Copper Alloy;Tin;;;;Solder;8;8;;;;Steel;;0.06894;0.0113;0.01255
346-056-520-802;Female;;Gold;Green;Green;Plastic;Through Hole;56;56;2;;0.003175;;;0.09614;0.01524;0.0094
5745071-1;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.00274;;;0.03089;0.01209;0.01041
62674-261121ALF;Female;Phosphor Bronze;Gold;;Black;;Surface Mount;26;26;;;0.0005;;;0.0175;0.0041;0.00295
1-747944-5;Male;Phosphor Bronze;Tin;Black;Black;Plastic;;9;9;2;;0.002769;;;0.034417;0.041656;0.016002
3-641210-2;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;2;2;1;Right Angle;0.00396;;;0.007925;0.007747;0.010795
1-480350-0;Male;;;Natural;Natural;Nylon;;1;1;1;;0.00508;Nylon;;0.00762;0.03048;0.03048
5747835-4;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00277;;;0.06932;0.01255;0.02469
2-111623-4;Female;Beryllium Copper;Tin Lead;Black;Black;Plastic;;40;40;2;;0.002;;;0.04519;0.01024;0.00516
5352033-1;Male;Phosphor Bronze;Gold;Gray;Gray;Polyester;Through Hole;133;133;7;Vertical;0.002;;;0.0379;0.01345;0.0154
1734099-7;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;68;68;;Right Angle;;;;0.05311;0.0075;0.01746
5749798-1;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;15;15;3;Vertical;0.00229;Metal;;0.0308;0.0121;0.0125
173977-5;Female;Phosphor Bronze;Tin;Natural;Natural;Plastic;;5;5;1;;0.002;;;0.012;0.004;0.0051
640251-1;Female;;;Natural;White;Nylon;;1;1;1;;0.0039624;;;0.003861;0.00635;0.016764
3-643814-3;Female;Copper Alloy;Tin;White;White;Nylon;;3;3;1;;0.00254;Nylon;;0.00762;0.013208;0.006985
5747252-4;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00277;;;0.06932;0.01255;0.0188
5747840-6;Male;Brass;Tin over Nickel;Black;Black;Thermoplastic;Through Hole;9;9;2;Right Angle;0.00274;Steel;;0.03081;0.01255;0.01862
3-644563-4;Female;Copper Alloy;Tin;White;White;Nylon;;4;4;1;;0.00254;;;0.01016;0.013208;0.007747
SFW8S-2STME1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;8;8;;;0.001;;;0.0144;0.0053;0.0036
395-020-520-202;Female;Copper Alloy;Gold;;Black;Plastic;Through Hole;20;20;2;;0.00254;;;0.032;0.01524;0.0094
1-640440-0;;Copper Alloy;Tin Lead;Red;Red;Nylon;;10;10;1;;0.00254;;;0.0254;0.013208;0.006985
640251-4;Female;;;Natural;White;Nylon;;4;4;1;;0.0039624;;;0.015748;0.00635;0.016764
1-1123722-4;Male;;;Natural;Natural;Nylon;PCB;4;4;1;;0.0039624;Nylon;;0.01578;0.0133;0.0057
1-1734100-0;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;100;100;;Vertical;;;;0.007112;0.010008;0.074854
1658678-1;Male;;;Black;Black;;;15;15;;;;Metal;;0.041656;0.016002;0.034417
PX0728/S;Female;Copper;Tin;Black;;Nylon;;9;9;;;;;;0.069;;0.0381
2-746610-1;Male;Phosphor Bronze;Tin;;Black;Plastic;Board;10;10;2;Vertical;0.00254;;;0.017272;0.010058;0.007061
100669-1;Male;Phosphor Bronze;Gold;;Gray;Polyester;Through Hole;175;175;7;Vertical;0.002;;;0.0499;0.01345;0.0154
770849-3;Female;Phosphor Bronze;Tin;Natural;White;Nylon;;3;3;1;;0.0039624;;;0.011811;0.00635;0.016764
5747090-2;Female;Copper Alloy;Gold over Nickel;Black;Black;Thermoplastic;Through Hole;9;9;2;Vertical;0.00274;;;0.03081;0.01216;0.01255
4-644540-0;Female;Copper Alloy;Tin;Red;Red;Nylon;Through Hole;10;10;1;;0.00254;;;0.0254;0.007747;0.013208
5352068-1;Female;Phosphor Bronze;Tin;;Gray;Polyester;Through Hole;110;110;5;Right Angle;0.002;Polyester;;0.0499;0.01225;0.021
PX0748/P;Male;Brass;Nickel;Black;;;Screw;4;4;;;;;;0.069;;0.0381
53894-5;Male;;;Yellow;Yellow;Polycarbonate;;1;1;;;;;;0.008052;;0.008052
5747840-5;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;9;9;2;Right Angle;0.00274;;;0.03081;0.01255;0.01862
FWFTV21G;Female;;Cadmium;Olive;Green;;Panel;6;6;;;;;;0.03096;0.03383;0.03096
5650951-5;Male;Copper Alloy;Tin;Gray;Gray;Polyester;PC Board;64;96;2;Right Angle;0.00254;;;0.09398;0.0111;0.01262
3-644468-4;Female;Copper Alloy;Tin;White;White;Nylon;;4;4;1;;0.00396;;;0.01585;0.01842;0.00978
1-745496-8;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;;25;25;2;;0.002769;;;0.053416;0.022631;0.012929
5747845-3;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;15;15;2;Right Angle;0.002743;;;0.039141;0.012548;0.018796
5-520314-7;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;7;7;;Right Angle;0.00254;;;0.02268;0.004826;0.008966
3-644461-6;Female;Copper Alloy;Tin;Orange;Orange;Nylon;;6;6;1;;0.00396;;;0.02377;0.01842;0.00902
2-552001-1;Female;Copper Alloy;Gold Flash;;Black;Plastic;Panel;50;50;;;;;;0.083312;0.017526;0.015367
644540-3;Female;Copper Alloy;Tin Lead;Red;White;Nylon;Through Hole;3;3;1;;0.00254;;;0.00762;0.013208;0.007747
640453-7;Male;Copper Alloy;Tin;White;White;Polyester;Through Hole;7;7;1;Right Angle;0.00254;;;0.01778;0.006477;0.00508
1734099-4;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;40;40;;Right Angle;;;;0.03533;0.0075;0.01746
4-643819-2;Female;Copper Alloy;Tin;Red;Red;Nylon;;12;12;1;;0.00396;;;0.043586;0.009017;0.018415
5745189-1;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06932;0.0109;0.01255
5-520314-9;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;9;9;;Right Angle;0.00254;;;0.02776;0.004826;0.008966
5745410-1;Male;Brass;Tin;Black;Black;Plastic;Through Hole;9;9;2;Vertical;0.002743;;;0.03081;0.010719;0.012548
640429-8;;Copper Alloy;Tin Lead;White;White;Nylon;;8;8;1;;0.0039624;;;0.031699;0.009017;0.018415
88945-102LF;Female;;Gold;;;;PCB;24;24;4;;0.002;;;0.01195;0.00935;0.02115
1-480393-1;Male;;;Black;Black;Nylon;;2;2;1;;0.00508;;;0.013462;0.007493;0.021844
87520-0010BLF;Female;Copper Alloy;Gold;White;White;Plastic;Through Hole;4;4;;Right Angle;;;;0.0145;0.007;0.0141
640389-5;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;5;5;1;Right Angle;0.0039624;;;0.019812;0.007747;0.010795
5100668-1;Male;Phosphor Bronze;Gold over Nickel;;Gray;Polyester;Through Hole;154;154;7;Vertical;0.002;;;0.0499;0.01345;0.0154
3-644486-0;Male;Copper Alloy;Tin;Black;White;Polyester;Through Hole;10;10;1;Vertical;0.00254;;;0.027534;0.010414;0.00795
201358-1;Male;;;Black;Black;Plastic;Panel;50;50;4;;0.00381;;;0.06591;0.01905;0.02324
09-48-4099;Female;Phosphor Bronze;Tin;;White;Plastic;Solder;9;9;1;Vertical;0.00396;;;0.03556;0.0114;0.00635
640429-6;Female;Copper Alloy;Tin Lead;White;White;Nylon;Through Hole;6;6;1;;0.0039624;;;0.023774;0.009017;0.018415
522072090;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;20;20;1;;0.001;;;0.02628;0.0027;0.0069
1707830000;;Copper Alloy;Tin;Black;Black;Plastic;;16;16;1;;0.00508;;;0.08128;0.0153;0.0251
SFW14R-2STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;14;14;;;0.001;;;0.0198;0.0027;0.0055
5552725-1;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;50;50;;Right Angle;;;;0.083312;0.016002;0.025654
SMS24R1;Female;Copper Alloy;;Black;;Nylon;Panel;24;24;;;;Nylon;;0.0406;0.025;0.0212
50-84-1090;Male;;;White;;;Surface Mount;9;9;2;;0.0021336;Nylon;;0.02032;0.02032;0.027432
1658391-1;Female;Copper Alloy;Gold;;Black;;Surface Mount;40;;;;;Copper Alloy;;0.0145;0.0255;0.06325
SMS24P1;Male;Copper Alloy;;Black;;Nylon;;24;24;;;;Nylon;;0.0432;0.0329;0.0237
5745782-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;15;15;2;Right Angle;0.002743;;;0.039141;0.012548;0.018796
640389-4;Male;Copper Alloy;Tin;White;White;Polyester;Through Hole;4;4;1;Right Angle;0.0039624;;;0.01585;0.007747;0.010795
643813-9;;Copper Alloy;Tin Lead;Red;Red;Nylon;;9;9;1;;0.00254;;;0.02286;0.013208;0.006985
4781.0100;Female;;;Black;;Thermoplastic;Snap-In;3;;;Straight;;;;0.0615;0.021;0.0287
1367073-1;Female;Phosphor Bronze;Gold;Black;Black;;Surface Mount;20;20;;;0.0008;;;0.0112;0.0054;0.0074
5745187-7;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;25;25;2;Vertical;0.00277;;;0.05304;0.0109;0.01255
14-56-2052;Female;Phosphor Bronze;Gold;Black;Black;Plastic;;5;5;1;;0.00254;;;0.01267;0.01524;0.00251
2-644486-7;Male;Copper Alloy;Tin;Black;White;Polyester;Through Hole;7;7;1;Vertical;0.00254;;;0.019914;0.010414;0.00795
3-641535-3;Female;Copper Alloy;Tin;White;White;Nylon;PC Board;3;3;1;;0.00254;;;0.00762;0.013462;0.006985
22-55-2042;Female;;;;Black;Polyester;;4;4;2;;0.00254;;;0.00505;0.00505;0.01524
173977-7;Female;Phosphor Bronze;Tin;Natural;Natural;Plastic;;7;7;1;;0.002;;;0.016;0.004;0.0051
SLW10S-1C7LF;Female;Phosphor Bronze;Tin;;Black;Nylon;Through Hole;10;10;;;0.001;;;0.0162;0.0055;0.004
4-643813-1;Female;Copper Alloy;Tin;Red;Red;Nylon;Through Hole;11;11;1;;0.00254;;;0.02794;0.006985;0.013208
3-641215-6;Male;Copper Alloy;Tin;Natural;White;Polyester;Through Hole;6;6;1;Vertical;0.00254;;;0.01524;0.007493;0.005715
1658621-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;14;14;2;Vertical;0.00254;;;0.022352;0.011786;0.006096
4-640429-2;Female;Copper Alloy;Tin;Natural;White;Nylon;PC Board;12;12;1;;0.00396;;;0.047549;0.009017;0.018415
5650860-5;Female;Phosphor Bronze;Tin;Gray;Gray;Plastic;PC Board;64;64;2;Vertical;0.00254;Polyester;;0.09398;0.01151;0.00795
